0.005068 1.570796 3.454512e-01 -1.277201e-01 1.544163e-01 0.000000e+00 
0.005207 1.570796 3.419691e-01 -1.192432e-01 1.518599e-01 0.000000e+00 
0.005349 1.570796 3.395809e-01 -1.138777e-01 1.501482e-01 0.000000e+00 
0.005496 1.570796 3.371844e-01 -1.087559e-01 1.484445e-01 0.000000e+00 
0.005646 1.570796 3.347975e-01 -1.038756e-01 1.467534e-01 0.000000e+00 
0.005800 1.570796 3.324217e-01 -9.922468e-02 1.450758e-01 0.000000e+00 
0.005959 1.570796 3.300547e-01 -9.479215e-02 1.434127e-01 0.000000e+00 
0.006122 1.570796 3.276948e-01 -9.056747e-02 1.417647e-01 0.000000e+00 
0.006290 1.570796 3.253421e-01 -8.654075e-02 1.401324e-01 0.000000e+00 
0.006462 1.570796 3.229974e-01 -8.270264e-02 1.385162e-01 0.000000e+00 
0.006638 1.570796 3.206615e-01 -7.904426e-02 1.369164e-01 0.000000e+00 
0.006820 1.570796 3.183352e-01 -7.555720e-02 1.353334e-01 0.000000e+00 
0.007006 1.570796 3.160187e-01 -7.223347e-02 1.337673e-01 0.000000e+00 
0.007198 1.570796 3.137122e-01 -6.906550e-02 1.322182e-01 0.000000e+00 
0.007395 1.570796 3.114159e-01 -6.604609e-02 1.306862e-01 0.000000e+00 
0.007597 1.570796 3.091289e-01 -6.317024e-02 1.291707e-01 0.000000e+00 
0.007805 1.570796 3.068518e-01 -6.043031e-02 1.276722e-01 0.000000e+00 
0.008018 1.570796 3.045847e-01 -5.781906e-02 1.261906e-01 0.000000e+00 
0.008238 1.570796 3.023275e-01 -5.533092e-02 1.247260e-01 0.000000e+00 
0.008463 1.570796 3.000802e-01 -5.295992e-02 1.232781e-01 0.000000e+00 
0.008694 1.570796 2.978424e-01 -5.070108e-02 1.218468e-01 0.000000e+00 
0.008932 1.570796 2.956140e-01 -4.854892e-02 1.204320e-01 0.000000e+00 
0.009177 1.570796 2.933947e-01 -4.649898e-02 1.190334e-01 0.000000e+00 
0.009428 1.570796 2.911844e-01 -4.454623e-02 1.176508e-01 0.000000e+00 
0.009685 1.570796 2.889825e-01 -4.268663e-02 1.162839e-01 0.000000e+00 
0.009950 1.570796 2.867889e-01 -4.091562e-02 1.149327e-01 0.000000e+00 
0.010222 1.570796 2.846031e-01 -3.922949e-02 1.135967e-01 0.000000e+00 
0.010502 1.570796 2.824250e-01 -3.762415e-02 1.122758e-01 0.000000e+00 
0.010789 1.570796 2.802540e-01 -3.609612e-02 1.109697e-01 0.000000e+00 
0.011084 1.570796 2.780899e-01 -3.464183e-02 1.096782e-01 0.000000e+00 
0.011388 1.570796 2.759324e-01 -3.325791e-02 1.084009e-01 0.000000e+00 
0.011699 1.570796 2.737810e-01 -3.194133e-02 1.071377e-01 0.000000e+00 
0.012019 1.570796 2.716355e-01 -3.068879e-02 1.058882e-01 0.000000e+00 
0.012348 1.570796 2.694955e-01 -2.949777e-02 1.046522e-01 0.000000e+00 
0.012685 1.570796 2.673607e-01 -2.836501e-02 1.034295e-01 0.000000e+00 
0.013032 1.570796 2.652306e-01 -2.728847e-02 1.022198e-01 0.000000e+00 
0.013389 1.570796 2.631051e-01 -2.626494e-02 1.010228e-01 0.000000e+00 
0.013755 1.570796 2.609836e-01 -2.529278e-02 9.983831e-02 0.000000e+00 
0.014131 1.570796 2.588660e-01 -2.436888e-02 9.866610e-02 0.000000e+00 
0.014518 1.570796 2.567517e-01 -2.349183e-02 9.750580e-02 0.000000e+00 
0.014915 1.570796 2.546406e-01 -2.265884e-02 9.635732e-02 0.000000e+00 
0.015323 1.570796 2.525322e-01 -2.186844e-02 9.522032e-02 0.000000e+00 
0.015742 1.570796 2.504263e-01 -2.111838e-02 9.409462e-02 0.000000e+00 
0.016172 1.570796 2.483225e-01 -2.040693e-02 9.297998e-02 0.000000e+00 
0.016615 1.570796 2.462205e-01 -1.973251e-02 9.187615e-02 0.000000e+00 
0.017069 1.570796 2.441201e-01 -1.909298e-02 9.078300e-02 0.000000e+00 
0.017536 1.570796 2.420208e-01 -1.848749e-02 8.970016e-02 0.000000e+00 
0.018016 1.570796 2.399227e-01 -1.791352e-02 8.862762e-02 0.000000e+00 
0.018508 1.570796 2.378250e-01 -1.737077e-02 8.756496e-02 0.000000e+00 
0.019015 1.570796 2.357278e-01 -1.685664e-02 8.651220e-02 0.000000e+00 
0.019535 1.570796 2.336306e-01 -1.637088e-02 8.546895e-02 0.000000e+00 
0.020069 1.570796 2.315334e-01 -1.591141e-02 8.443516e-02 0.000000e+00 
