0.005068 1.570796 3.187644e-01 -1.261803e-01 1.471180e-01 0.000000e+00 
0.005207 1.570796 3.156444e-01 -1.178085e-01 1.447500e-01 0.000000e+00 
0.005349 1.570796 3.135084e-01 -1.125111e-01 1.431646e-01 0.000000e+00 
0.005496 1.570796 3.113646e-01 -1.074556e-01 1.415865e-01 0.000000e+00 
0.005646 1.570796 3.092290e-01 -1.026400e-01 1.400200e-01 0.000000e+00 
0.005800 1.570796 3.071034e-01 -9.805250e-02 1.384661e-01 0.000000e+00 
0.005959 1.570796 3.049861e-01 -9.368202e-02 1.369255e-01 0.000000e+00 
0.006122 1.570796 3.028757e-01 -8.951819e-02 1.353988e-01 0.000000e+00 
0.006290 1.570796 3.007722e-01 -8.555121e-02 1.338865e-01 0.000000e+00 
0.006462 1.570796 2.986762e-01 -8.177181e-02 1.323890e-01 0.000000e+00 
0.006638 1.570796 2.965884e-01 -7.817120e-02 1.309066e-01 0.000000e+00 
0.006820 1.570796 2.945095e-01 -7.474104e-02 1.294395e-01 0.000000e+00 
0.007006 1.570796 2.924397e-01 -7.147343e-02 1.279878e-01 0.000000e+00 
0.007198 1.570796 2.903793e-01 -6.836085e-02 1.265517e-01 0.000000e+00 
0.007395 1.570796 2.883282e-01 -6.539617e-02 1.251313e-01 0.000000e+00 
0.007597 1.570796 2.862860e-01 -6.257413e-02 1.237260e-01 0.000000e+00 
0.007805 1.570796 2.842529e-01 -5.988735e-02 1.223361e-01 0.000000e+00 
0.008018 1.570796 2.822290e-01 -5.732949e-02 1.209617e-01 0.000000e+00 
0.008238 1.570796 2.802144e-01 -5.489392e-02 1.196026e-01 0.000000e+00 
0.008463 1.570796 2.782090e-01 -5.257521e-02 1.182589e-01 0.000000e+00 
0.008694 1.570796 2.762124e-01 -5.036867e-02 1.169302e-01 0.000000e+00 
0.008932 1.570796 2.742248e-01 -4.826787e-02 1.156166e-01 0.000000e+00 
0.009177 1.570796 2.722454e-01 -4.627018e-02 1.143175e-01 0.000000e+00 
0.009428 1.570796 2.702749e-01 -4.436809e-02 1.130332e-01 0.000000e+00 
0.009685 1.570796 2.683118e-01 -4.256082e-02 1.117629e-01 0.000000e+00 
0.009950 1.570796 2.663572e-01 -4.084014e-02 1.105072e-01 0.000000e+00 
0.010222 1.570796 2.644094e-01 -3.920643e-02 1.092648e-01 0.000000e+00 
0.010502 1.570796 2.624695e-01 -3.765156e-02 1.080366e-01 0.000000e+00 
0.010789 1.570796 2.605360e-01 -3.617603e-02 1.068213e-01 0.000000e+00 
0.011084 1.570796 2.586096e-01 -3.477288e-02 1.056196e-01 0.000000e+00 
