3.999582087751129070e-03 2.461763013919796017e-01 1.354138514861791820e-01
4.002508432831936198e-03 2.461294742386303802e-01 1.353715910942903666e-01
4.005436919010290850e-03 2.460826645543202351e-01 1.353293524183837027e-01
4.008367547852820928e-03 2.460358723241131695e-01 1.352871354393923864e-01
4.011300320927167415e-03 2.459890975330095431e-01 1.352449401381997651e-01
4.014235239802250652e-03 2.459423401667874820e-01 1.352027664964105813e-01
4.017172306048008394e-03 2.458956002101804206e-01 1.351606144946808086e-01
4.020111521235655155e-03 2.458488776482061766e-01 1.351184841139355941e-01
4.023052886937459292e-03 2.458021724662929619e-01 1.350763753354845276e-01
4.025996404726841019e-03 2.457554846497332357e-01 1.350342881405214857e-01
4.028942076178466079e-03 2.457088141836279160e-01 1.349922225100733952e-01
4.031889902868023706e-03 2.456621610530163036e-01 1.349501784251193048e-01
4.034839886372487694e-03 2.456155252437049186e-01 1.349081558673491388e-01
4.037792028269851854e-03 2.455689067404600301e-01 1.348661548175090208e-01
4.040746330139399767e-03 2.455223055283262679e-01 1.348241752566085860e-01
4.043702793561467120e-03 2.454757215932406866e-01 1.347822171664824487e-01
4.046661420117550131e-03 2.454291549200273426e-01 1.347402805279553362e-01
4.049622211390397492e-03 2.453826054942923329e-01 1.346983653225758415e-01
4.052585168963788315e-03 2.453360733010876982e-01 1.346564715313942062e-01
4.055550294422788013e-03 2.452895583262260648e-01 1.346145991361648864e-01
4.058517589353491557e-03 2.452430605539999697e-01 1.345727481172603046e-01
4.061487055343288022e-03 2.451965799709111549e-01 1.345309184570819550e-01
4.064458693980625530e-03 2.451501165614402289e-01 1.344891101361912200e-01
4.067432506855117938e-03 2.451036703113797233e-01 1.344473231363577659e-01
4.070408495557637646e-03 2.450572412063247996e-01 1.344055574391789798e-01
4.073386661680093550e-03 2.450108292308394720e-01 1.343638130253179963e-01
4.076367006815686048e-03 2.449644343712025218e-01 1.343220898770139116e-01
4.079349532558652902e-03 2.449180566121792746e-01 1.342803879751307827e-01
4.082334240504529449e-03 2.448716959397610748e-01 1.342387073016613475e-01
4.085321132249919614e-03 2.448253523393753017e-01 1.341970478380915544e-01
4.088310209392592189e-03 2.447790257958237792e-01 1.341554095653438583e-01
4.091301473531591855e-03 2.447327162946724699e-01 1.341137924650475932e-01
4.094294926266991118e-03 2.446864238223768473e-01 1.340721965196524645e-01
4.097290569200173066e-03 2.446401483632562879e-01 1.340306217096655927e-01
4.100288403933558153e-03 2.445938899029995450e-01 1.339890680168532022e-01
4.103288432070869608e-03 2.445476484275544704e-01 1.339475354232262105e-01
4.106290655216907060e-03 2.445014239223021746e-01 1.339060239102863037e-01
4.109295074977643673e-03 2.444552163724777460e-01 1.338645334594101843e-01
4.112301692960325904e-03 2.444090257635957164e-01 1.338230640522379555e-01
4.115310510773243641e-03 2.443628520815744609e-01 1.337816156707866411e-01
4.118321530025999960e-03 2.443166953121107821e-01 1.337401882968787536e-01
4.121334752329237038e-03 2.442705554398797441e-01 1.336987819114134057e-01
4.124350179294912835e-03 2.442244324517128806e-01 1.336573964972649631e-01
4.127367812536062580e-03 2.441783263319736996e-01 1.336160320350647801e-01
4.130387653666903712e-03 2.441322370667800001e-01 1.335746885070524248e-01
4.133409704302931295e-03 2.440861646415708464e-01 1.335333658948568425e-01
4.136433966060693371e-03 2.440401090426602970e-01 1.334920641809126951e-01
4.139460440558050298e-03 2.439940702547163942e-01 1.334507833461623383e-01
4.142489129413949242e-03 2.439480482642118198e-01 1.334095233732012775e-01
