1.000000000000000000e+01 7.350400000000000344e-28 0.000000000000000000e+00
1.020899999999999963e+01 7.558599999999999638e-28 2.803857907706847635e+26
1.042300000000000004e+01 7.766900000000000140e-28 5.596760602847878153e+26
1.064100000000000001e+01 7.998400000000000173e-28 8.362527514045829602e+26
1.086400000000000077e+01 8.234499999999999271e-28 1.111022735446615488e+27
1.109099999999999930e+01 8.493700000000000279e-28 1.382442457925167380e+27
1.132399999999999984e+01 8.761900000000000587e-28 1.652521437066399706e+27
1.156099999999999994e+01 9.054400000000000261e-28 1.918593754069615476e+27
1.180300000000000082e+01 9.360499999999999197e-28 2.181448598140980844e+27
1.205000000000000071e+01 9.692900000000000132e-28 2.440746165860448061e+27
1.230199999999999960e+01 1.004399999999999916e-27 2.696132356435343507e+27
1.255899999999999928e+01 1.042399999999999930e-27 2.947284845656968613e+27
1.282199999999999918e+01 1.082699999999999925e-27 3.194832224707708834e+27
1.309099999999999930e+01 1.126399999999999915e-27 3.438402046120352784e+27
1.336500000000000021e+01 1.172900000000000005e-27 3.676768016305978649e+27
1.364499999999999957e+01 1.223200000000000080e-27 3.910515257867385675e+27
1.392999999999999972e+01 1.277100000000000053e-27 4.138523193023365466e+27
1.422199999999999953e+01 1.335199999999999999e-27 4.362117815563412462e+27
1.451999999999999957e+01 1.397499999999999917e-27 4.580254644981335464e+27
1.482300000000000040e+01 1.464600000000000060e-27 4.792026093213536178e+27
1.513400000000000034e+01 1.536600000000000022e-27 4.999316249742568099e+27
1.545100000000000051e+01 1.614200000000000006e-27 5.200575690208516339e+27
1.577399999999999913e+01 1.697400000000000013e-27 5.395688386369844373e+27
1.610399999999999920e+01 1.786800000000000115e-27 5.585156483162820364e+27
1.644099999999999895e+01 1.882799999999999944e-27 5.768869576570228751e+27
1.678500000000000014e+01 1.985699999999999894e-27 5.946758175264832777e+27
1.713700000000000045e+01 2.095999999999999906e-27 6.119277356379671458e+27
1.749599999999999866e+01 2.214100000000000148e-27 6.285904564224376786e+27
1.786199999999999832e+01 2.340499999999999845e-27 6.446662466460225742e+27
1.823600000000000065e+01 2.475599999999999881e-27 6.602015177255693590e+27
1.861700000000000088e+01 2.619800000000000067e-27 6.751601702338212296e+27
1.900700000000000145e+01 2.773700000000000116e-27 6.896259560198314173e+27
1.940500000000000114e+01 2.937600000000000065e-27 7.035670643527415656e+27
1.981099999999999994e+01 3.112099999999999987e-27 7.169929161863201759e+27
2.022599999999999909e+01 3.297699999999999824e-27 7.299454537529030053e+27
2.064900000000000091e+01 3.494799999999999742e-27 7.424038688610807924e+27
2.108200000000000074e+01 3.703800000000000269e-27 7.544372687905455221e+27
2.152299999999999969e+01 3.925300000000000044e-27 7.660015034970013615e+27
2.197400000000000020e+01 4.159600000000000178e-27 7.771612311578447987e+27
2.243299999999999983e+01 4.407400000000000160e-27 7.878797180979487838e+27
2.290299999999999869e+01 4.668900000000000252e-27 7.982392440081600296e+27
2.338299999999999912e+01 4.944799999999999941e-27 8.082277141410432221e+27
2.387199999999999989e+01 5.235300000000000209e-27 8.178372656892495554e+27
2.437199999999999989e+01 5.540900000000000280e-27 8.271194752425171100e+27
2.488200000000000145e+01 5.861899999999999830e-27 8.360669606413003580e+27
2.540299999999999869e+01 6.198899999999999651e-27 8.447087611158043962e+27
2.593499999999999872e+01 6.552200000000000137e-27 8.530552688516210434e+27
2.647700000000000031e+01 6.922100000000000249e-27 8.611022833522739012e+27
2.703200000000000003e+01 7.308900000000000382e-27 8.689041574835419966e+27
2.759799999999999898e+01 7.712999999999999628e-27 8.764416199063210629e+27
2.817500000000000071e+01 8.134700000000000535e-27 8.837251533994579858e+27
2.876500000000000057e+01 8.574200000000000496e-27 8.907888851783377423e+27
2.936700000000000088e+01 9.031800000000000624e-27 8.976289777088703631e+27
2.998199999999999932e+01 9.507699999999999747e-27 9.042649345225975072e+27
3.060999999999999943e+01 1.000200000000000015e-26 9.107041331798240560e+27
3.125000000000000000e+01 1.051500000000000007e-26 9.169441731233387978e+27
3.190399999999999991e+01 1.104700000000000063e-26 9.230116212472211578e+27
3.257200000000000273e+01 1.159800000000000039e-26 9.289125422915927088e+27
3.325399999999999778e+01 1.216900000000000067e-26 9.346527031946127117e+27
3.395000000000000284e+01 1.275800000000000027e-26 9.402380634661205688e+27
3.466100000000000136e+01 1.336600000000000050e-26 9.456823228905349373e+27
3.538700000000000045e+01 1.399400000000000124e-26 9.509902722787820449e+27
3.612700000000000244e+01 1.464199999999999964e-26 9.561594723236333005e+27
3.688400000000000034e+01 1.530799999999999879e-26 9.612153916220081211e+27
3.765599999999999881e+01 1.599400000000000132e-26 9.661487728075440777e+27
3.844400000000000261e+01 1.669899999999999875e-26 9.709701243936299445e+27
3.924900000000000233e+01 1.742299999999999969e-26 9.756891947366539632e+27
4.007000000000000028e+01 1.816600000000000126e-26 9.803036523331134014e+27
4.090899999999999892e+01 1.892900000000000047e-26 9.848278063458298027e+27
4.176500000000000057e+01 1.971000000000000044e-26 9.892591557701168661e+27
4.264000000000000057e+01 2.050900000000000117e-26 9.936108910882460268e+27
4.353199999999999648e+01 2.132799999999999954e-26 9.978756090164639276e+27
4.444400000000000261e+01 2.216499999999999866e-26 1.002069899381604070e+28
4.537400000000000233e+01 2.302000000000000140e-26 1.006186813193755375e+28
4.632399999999999807e+01 2.389299999999999916e-26 1.010237329127211750e+28
